Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-4041: &gamma;-glutamyl cycle,40.565760349,10.4134689272,24.0166245392,34.0816222169,894.601772919,0.0,93.1112989527,148.3862197147,58.2605678238,12.8691731329,7.3573195843,65.5216694097,19.6083068284,44.0388358949,119.2869075857,25.2787563932,20.1850330394,25.608570371,1.5116190619,4.3367460391,8.5018512683,0.0,0.0,2.9967035161,1.4644437839,2.804461851,36.6115251869,67.4863372469,8.7972692985,4.9216828715
PWY66-398: TCA cycle III (animals),0.0,0.0,32.7247634976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5245770377,0.0,12.4826485119,0.0,0.0,0.0,21.6218972588,0.0,0.0,14.256311822,0.0,6.6018740285,13.8357797853,8.1217550192,0.0,0.0,0.0,5.8238488513,0.0
CITRULBIO-PWY: L-citrulline biosynthesis,45.8663232817,270.898843522,97.4896571122,60.9338638685,54.4861403218,43.0192383625,72.7912619619,94.9145947043,114.5583102095,141.2765198022,114.9195621234,41.6618357251,62.1998445049,18.3541938756,38.9391256126,105.2148063153,15.5266679347,171.086871646,0.0,27.5781950314,12.3024276453,16.2107683187,126.2984931112,3.7314608825,52.0992483512,184.0440944295,325.2298240584,8.5133729635,66.8476456712,7.4797910619
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9684199876,0.0,0.0,0.0,0.0,0.0,3.7181702216,7.1031835633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.715585499,0.0,0.0,0.0
RUMP-PWY: formaldehyde oxidation I,0.0,0.0,0.0,66.2727179694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1036250273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0054541693,28.7123558383,0.0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),106.3129672268,98.9439486015,118.6256295775,104.841797621,825.1603142499,47.5911866529,218.8999520892,141.2186028293,120.9112440804,91.8558707228,122.1052836332,120.1253540334,34.4806859051,152.8398044392,162.8688493296,73.0059651118,111.1038339967,125.3760123204,81.415401725,24.4962734907,135.5803158437,24.444079595,74.8073460647,239.8215781388,112.5587814842,29.3680425278,202.7146058798,156.2211505721,23.9847678102,57.0095987095
RHAMCAT-PWY: L-rhamnose degradation I,269.2784930082,464.6288413463,228.0928388084,165.788420301,937.4074164287,162.3994930107,163.3933257103,323.1858484884,519.4976396054,137.6522077811,129.8827427658,204.3735493401,575.0411370898,104.9970382955,137.1602298116,74.6932552031,282.9157987543,189.5257968924,104.2926283961,197.5002247818,213.3504382331,135.6169437448,371.1323858185,143.061244772,223.1046430831,56.6653568302,304.2447623613,142.1095213195,102.616441422,17.4680060087
PWY-7392: taxadiene biosynthesis (engineered),23.7576025389,0.0,0.0,117.9819611922,323.834833049,0.0,100.1932372407,19.613085092,0.0,0.0,5.5827063074,3.5711598143,0.0,29.7068550169,0.0,6.7568291187,11.6684946225,10.8345552007,3.4274394959,0.0,14.0656434791,0.0,0.0,0.0,0.0,0.0,0.0,51.0628834368,43.1643374255,14.0523464606
PWY-5971: palmitate biosynthesis II (bacteria and plants),81.4034796153,0.0,78.0206110296,58.0712945503,940.4650616098,8.4623626318,245.1134782167,309.8388161863,0.0,20.4189894982,0.0,167.0163560433,0.0,107.3233217598,168.6795728572,62.3822911991,40.2927043991,33.6734469345,0.0,0.0,17.1448371401,0.0,0.0,10.0488518019,16.2707634696,0.0,0.0,112.4710083095,18.7940993725,61.8846160699
PWY-3841: folate transformations II,719.7266936348,819.6482696241,514.7388955613,502.1844781458,1003.6097757495,344.8998702744,833.6158577155,820.1926873072,1124.1501821343,1042.869349943,944.900680318,571.6974431943,918.3429384025,514.0259345759,319.1241977329,421.0342610742,703.8235307252,596.9905583853,235.8547831312,348.2882237399,451.2744835558,340.2063851843,795.5526700077,672.7023944676,723.6496965467,593.979252411,832.9745738678,306.7070054174,595.936142513,278.4086525945
PWY0-1479: tRNA processing,19.2509456015,0.0,2.3689819604,0.0,0.0,31.2573377157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8288629163,0.0,1.1711060721,0.0,0.0,0.0,0.0,2.3617987052,9.1823950405,0.0,0.0,0.0,28.4097412885,0.0,55.4470499406,0.0,1.1919140759
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),1264.5442561865,1082.966576217,1400.9122523851,1069.0803999665,1202.512366841,1092.5642494616,867.993370832,796.5237382328,1076.4393350163,1229.9935825407,1073.3860757693,710.349446084,802.8437367547,674.993220425,407.8472000808,635.404191339,1222.523760836,1090.6106130354,1191.4869318267,896.3568681509,786.5905938069,568.8255980663,2016.2326069354,1569.8556248382,2203.9195981306,761.9460834493,1073.7582225769,973.8836195012,1266.1110132361,424.1633861
KETOGLUCONMET-PWY: ketogluconate metabolism,13.3679203701,46.886164773,0.0,4.1671159089,255.333763562,0.0,76.0366567709,24.8718622009,0.0,0.0,2.2071457601,0.0,2.6350461133,14.2030497291,0.0,4.1969559236,12.5667751077,18.714419693,1.2980350638,0.0,10.5814433353,0.0,0.0,0.0,0.0,0.0,29.0722270629,46.8093377863,19.1479530873,9.9614395486
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",29.538359223,31.3711744927,45.083939121,23.826963466,791.6334659446,0.0,108.4985682637,108.4586826027,66.3682276277,10.7151496415,8.4497345723,94.4141935564,17.0137608709,22.1984162592,45.8410941059,16.763605962,26.6086067598,21.7152197895,1.2291911059,0.0,10.3398145175,0.0,9.914827067,31.7724753882,20.9400103281,4.0175102692,86.0514080588,72.337171452,10.8195174075,14.7059049026
SO4ASSIM-PWY: sulfate reduction I (assimilatory),73.6812329542,22.4446345325,89.6899935794,54.6366313213,763.1086843194,7.3536031085,171.8689274959,456.3079078638,107.497185145,22.3341495314,9.6353227734,222.678660225,71.3549276551,75.0670920432,225.3019581387,73.328867872,31.6084416477,52.8440950708,1.2721965993,4.4237193217,55.6870177733,0.0,0.0,10.9984770149,6.449162962,29.3058687038,36.9257842647,57.7395025023,19.9193667385,44.5962304099
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I,1118.0802735597,454.2108803434,383.6390449164,760.3717891669,808.1008499524,814.5073697074,365.416102171,614.7503493787,921.8673409098,326.5666414157,277.8533835628,303.3244962215,536.4961019371,306.0635551988,179.425530353,102.1537699107,560.8481955478,694.9345484552,721.3571378272,681.4691961625,741.909942709,437.3782969276,752.6577816537,776.0226496408,1180.5262616134,271.9300017918,594.8381404913,412.309886471,395.8050086471,186.4334943771
PWY-5692: allantoin degradation to glyoxylate II,4.9926877758,0.0,0.0,0.0,31.1982795106,0.0,0.0,0.0,0.0,1.8551162589,1.2963699336,0.0,0.0,8.1465666231,12.4433413178,0.0,0.0,2.47550817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5026493779,18.4623336551,2.5972417377,0.0
PWY-5101: L-isoleucine biosynthesis II,271.2200305876,0.0,12.5100818857,143.4157134952,100.5285986972,89.7687976458,275.3492296939,205.0095995292,61.3969170414,152.2444163981,148.1138774182,221.0896778417,145.4693903901,79.8596824685,28.4273381038,88.4925527913,359.7476730243,202.1010361573,54.4675061391,69.4102721425,326.9422246852,119.1092067417,8.9470665527,71.1115505026,100.9649586921,89.6912633374,0.0,20.2104484702,200.4389333448,84.9579073322
PWY-6731: starch degradation III,11.8976354961,11.6542786383,0.0,15.1297966121,0.0,0.0,4.231038366,2.700348409,0.0,0.0,0.0,0.0,0.0,18.8844233604,3.043940302,8.008425495,3.2276551345,2.9752301774,0.0,0.0,4.9974694505,0.0,0.0,0.0,0.0,0.0,20.6516355108,20.7432323424,2.9246776383,9.2557791643
PWY0-42: 2-methylcitrate cycle I,7.7090424286,0.0,0.0,10.670673033,73.2930504062,0.0,15.974240289,6.0594260693,0.0,0.0,0.0,0.0,0.0,12.6969806666,27.4177112969,5.28307872,1.8004819614,3.9084328343,0.0,0.0,0.4389245975,0.0,0.0,0.0,0.0,0.0,0.0,6.0284310547,1.2923174147,0.0
HISDEG-PWY: L-histidine degradation I,24.6198904306,18.2965608505,35.6501519918,22.3080219132,71.3184420877,10.7867643871,105.1975312469,165.852622888,27.2652708717,0.0,5.1516682605,64.0069328991,11.3609388372,26.3992412785,184.238791421,161.8568878958,8.1895749365,23.407557651,2.4067334632,7.1129552755,12.3369060622,22.0190879425,3.0141934511,31.0324019896,9.7358168767,75.7523973603,16.273016737,16.5448154779,31.5752834135,6.1355548331
FERMENTATION-PWY: mixed acid fermentation,37.9124995269,25.3399792226,167.9280761676,119.7967476975,533.1812644986,3.2925928183,234.7174504842,115.6675064021,40.182592628,13.8826291304,4.7720731991,54.0377227688,12.702700255,56.8066764778,132.5804216646,24.4335271861,18.6045841982,65.9141622142,1.4825216544,5.3319401201,14.4934209784,0.0,89.8507571021,147.7428294119,36.4044004713,24.1622969355,41.2819487111,91.7387246913,195.1025329935,79.3163010164
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),13.6373532142,206.3940017943,0.0,209.2500990385,917.9473467424,88.3255043018,442.0597095156,353.0880014767,327.4634350505,54.8610776319,76.6286946313,27.512816667,165.2962008333,210.445678605,229.1345666147,103.2084316294,15.2729380653,155.5317260246,35.1726240989,41.3854102759,93.6157462938,101.5326372536,68.3685266005,15.2509565505,0.0,26.9991878881,205.5920251963,209.0325201885,135.9537891623,105.9474710105
PWY-5173: superpathway of acetyl-CoA biosynthesis,24.5435850461,16.6705933601,32.8325897708,18.5981618988,221.1762935221,1.0491268136,46.6260958939,49.226728364,17.6975718504,0.0,0.3635927133,48.2164093052,8.2754722542,25.7196224595,79.3763173477,11.2504457879,13.5350749214,4.4219245339,0.0,1.8590000885,1.5090529577,0.0,8.240652133,15.8497468396,5.9897672633,15.1911013524,6.4201221796,31.9997829741,20.8040067059,0.7422816215
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),18.8618480223,9.8232696386,26.46492033,17.4898896998,584.3500425652,0.0,52.5981954046,54.6316008423,25.9700250536,5.4396031852,3.1865167751,35.8018623645,10.4942356837,16.7105243881,60.8632575764,20.6050490611,6.865439063,19.5870743996,0.0,0.0,6.9617505794,0.0,0.0,2.1783257133,1.3585449464,2.5501768647,31.7274680146,37.1087765012,2.6818764471,5.4576594258
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,47.3954766545,0.0,51.4283203879,31.0909848974,595.3910290835,0.0,155.448838621,158.5200493711,98.6274537602,0.0,0.0,136.3017770613,18.6833946882,35.4531188628,54.1259292455,26.6030889525,28.6970411514,21.130571113,0.0,0.0,16.5532023653,0.0,0.0,0.0,0.0,6.2677223306,77.4961800477,107.2263003697,16.4947040581,0.0
PWY-5899: superpathway of menaquinol-13 biosynthesis,74.5958533492,86.7834383166,107.5164019441,55.350582741,697.3244493084,0.0,263.0652997354,270.315369441,179.6550123017,31.5906071366,24.9345521141,215.2974313181,49.0680152735,60.7084026314,100.6171061877,47.947040165,73.1291348282,60.1635056774,3.6352631292,0.0,29.3977961178,0.0,26.4612009888,77.1543507117,56.0085754314,11.8537745689,211.7560558866,188.2772836955,31.0661760482,35.9289191238
PWY-5083: NAD/NADH phosphorylation and dephosphorylation,66.8184149679,22.2749359542,47.3245330262,32.8766464528,928.1680180871,0.0,139.4867593763,233.9883947091,90.3447310062,14.9065476879,3.5409025182,80.9684102001,30.7393246366,58.0000503454,185.9667148265,27.3890634717,28.8052912717,26.2625790482,25.6177234003,6.1581738615,16.0729020629,0.0,0.0,1.6250319965,5.8877576235,23.8478149704,50.9532441802,85.6740778656,18.8604124256,7.259056738
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis,0.0,0.0,0.0,46.8711800591,0.0,0.0,11.5078578681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4711750128
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,1024.4809520925,878.2336209576,1241.1257112502,1035.5429933748,1279.4131597267,1089.1042570211,793.1164260272,348.8060829462,140.225641542,1138.5414110408,444.8665438402,441.3274493325,208.6162551709,724.9078492975,381.6308468443,613.3645825996,924.2465401759,894.5787954558,1269.362820342,902.600888252,870.8247147662,526.9502150551,1685.3640007741,1764.6042250072,1943.9279629024,588.3265272673,763.4018565878,900.49298106,1365.4531340584,458.8542890295
GLUDEG-I-PWY: GABA shunt,57.9472494324,9.432496621,23.6382479604,52.7888478358,134.7700616365,0.0,169.084504877,171.8099706619,103.5974368221,0.8648961712,5.0464464483,126.2403758056,33.1690768697,58.503041806,103.5063795523,35.681865896,25.1709219386,28.52916611,1.6854133332,4.879974798,78.8333990483,0.0,6.0844374525,8.688681871,10.816604293,16.1438551467,81.4742172821,7.958200393,40.1151828884,13.7742445919
ARO-PWY: chorismate biosynthesis I,1353.8038077186,831.5311323967,1291.6464085976,1142.4063212318,1354.8882805404,1083.0138353268,585.6510733518,405.9086941981,220.88240491,617.6761639057,441.3795924981,484.4647487967,256.5488074964,465.7031654975,361.9505084153,240.42553043,949.025402786,1073.4003912273,1033.2113040904,952.8827190816,882.6428398153,494.0917274112,1329.5882863958,1353.9087245985,1679.4031774849,480.9166307255,725.2581249621,1008.0305867117,1013.2617113607,368.8523206122
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,114.1048393779,62.3235363268,86.1353973663,48.9679702593,180.9108338658,159.6615217083,266.7641060916,281.2683173794,192.1473677734,172.117689454,23.5993776545,147.9918535757,24.4610858369,177.1272936439,253.2431890545,120.081373287,191.9500796191,288.8265049273,13.1462098923,79.5674317476,155.4744572274,101.6153732167,219.6026659658,487.0255430283,86.2018634395,79.0878660223,431.3622622739,127.3793782125,178.1892286302,72.4462581704
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,1024.4809520925,878.2336209576,1241.1257112502,1035.5429933748,1279.4131597267,1089.1042570211,793.1164260272,348.8060829462,140.225641542,1138.5414110408,444.8665438402,441.3274493325,208.6162551709,724.9078492975,381.6308468443,613.3645825996,924.2465401759,894.5787954558,1269.362820342,902.600888252,870.8247147662,526.9502150551,1685.3640007741,1764.6042250072,1943.9279629024,588.3265272673,763.4018565878,900.49298106,1365.4531340584,458.8542890295
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),536.3112808606,399.0088514574,205.6724067852,263.8000668361,316.2720154959,267.6895666905,341.5960753448,379.6252036766,563.0102639758,346.0656604817,235.9720553702,291.2254344538,490.0527535332,317.8236380334,205.4422374948,155.7706201492,485.0047653982,382.4088337172,214.5382609202,139.4945561149,436.3263663464,187.1716891292,148.2107046685,187.492263016,189.8592094549,117.4353984659,399.7758822409,117.1506552592,204.4731110522,118.3981789094
P122-PWY: heterolactic fermentation,24.2765654133,0.0,43.4427436336,26.5502974916,98.5125525252,3.5900789926,28.6647629462,140.8841989462,2.6732228699,2.5092470033,4.4982286204,65.867070645,18.441111579,32.3216138518,127.2573069425,16.9450302446,19.9860882371,26.3646688069,31.1282312421,2.6490396013,2.6092526649,0.0,0.0,4.2183233318,6.8746745438,15.9726242338,0.0,33.2943939288,10.3533519455,2.5316999725
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,138.2450121796,14.5325285378,443.5254357026,114.5140541076,574.7493712973,109.7693015216,98.5016868447,46.4481987184,16.6094137944,18.5637559833,23.2933671429,109.3657695498,7.2940929882,71.2507896997,83.6668478726,13.4986990622,47.9286837539,55.3243676801,109.9601725731,93.7558015262,123.9827329883,16.8574872782,8.9030139167,110.6259585109,30.5461210275,2.4300830925,83.2100574655,141.1129574801,18.3982169081,42.377354916
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),191.4631834892,200.7713349426,128.5763306067,97.6139766569,1157.6915560951,464.4585606314,393.2332856997,308.4158336799,118.1699206231,285.3565422809,177.5154884168,335.8333906179,209.0072269047,184.3186905805,204.0298974068,88.9980438366,247.8748952194,124.5471837921,35.8504355727,107.2115809217,142.5051928097,68.200518271,46.9664188701,48.298486968,144.5530795462,64.0219173506,423.3064173685,284.1118624308,89.8730650697,53.3426218183
PWY-5723: Rubisco shunt,73.7108452004,9.1895415664,54.6284313259,45.7909908055,887.6203113612,0.0,170.0425254603,201.4086710911,70.9148350622,21.9373061222,15.456550696,126.1502357289,38.8710173863,116.3750634321,116.7662167848,25.6334021954,26.0001125027,63.597279868,0.0,0.0,0.0,0.0,0.0,9.6557966026,0.0,4.3908886389,75.5585217339,159.8302619515,14.1116003984,18.6008193923
PWY-5898: superpathway of menaquinol-12 biosynthesis,74.5958533492,86.7834383166,107.5164019441,55.350582741,697.3244493084,0.0,263.0652997354,270.315369441,179.6550123017,31.5906071366,24.9345521141,215.2974313181,49.0680152735,60.7084026314,100.6171061877,47.947040165,73.1291348282,60.1635056774,3.6352631292,0.0,29.3977961178,0.0,26.4612009888,77.1543507117,56.0085754314,11.8537745689,211.7560558866,188.2772836955,31.0661760482,35.9289191238
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,1.6028425909,28.721179354,53.5866760717,21.9123312287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2767199471,1.6330245915,0.0,0.0,0.0,10.2363982894,56.8076926616,22.7678682566,2.9498615427,0.0,1.6363713819,25.1635043095,13.220481074
PWY-7221: guanosine ribonucleotides de novo biosynthesis,1213.5930008692,1261.2126621582,1174.4597537214,1053.151062096,1221.3669893975,1096.7578660974,978.8223355875,846.7115507428,991.0379632619,1175.9342823371,1309.3044135448,757.5879260422,905.737469559,873.5931812364,540.2985274862,556.3354922464,1286.7956427375,1198.6990984587,788.9737835826,853.1884749828,821.1663750722,512.4077633747,1477.2578308706,1406.1599935898,1856.6184784162,935.5479779407,1358.7430378405,1397.629056552,1197.7309357187,455.7305087892
PWY-5850: superpathway of menaquinol-6 biosynthesis I,66.2932541918,0.0,69.9681095635,41.2345491129,662.2949749718,0.0,216.234559549,223.7111232213,142.6240855518,0.0,0.0,183.0293837004,27.721088735,51.1435838446,73.3273101331,39.0307850929,41.8695662042,31.0116067877,0.0,0.0,24.2688756432,0.0,0.0,0.0,0.0,9.3420707817,111.0011965322,153.3082391422,24.1532903975,0.0
FAO-PWY: fatty acid &beta;-oxidation I,64.2677613859,1.292917477,37.0296176748,77.676557951,130.6989397537,38.9693386487,0.0,8.7652655089,23.4025423658,12.0388011546,5.503146602,53.2520961072,32.235965815,11.2948689735,82.6430443004,18.8895456191,0.0,48.8188147851,4.9659908044,41.070491302,77.0772105955,19.6593124403,26.451423219,27.455579253,2.5195890215,0.0,1.413979245,83.6229904082,8.5434768486,62.5674664408
CALVIN-PWY: Calvin-Benson-Bassham cycle,1156.3361923868,413.1773001644,965.2467132219,916.7848272045,1497.3254072439,943.5104819013,500.1472091821,635.0256816712,596.2319617818,444.8588469814,495.2039542102,335.3171300392,295.6262432922,694.9593615574,361.8497832594,298.2540023772,690.6768501006,783.8852397147,1170.4283101753,687.6925252434,880.4618427308,388.052920852,1139.5128636831,1028.4208157502,1487.7189175386,136.0749772268,485.3158664065,507.4948266601,403.8958431343,241.1558472217
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1235446516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,759.7665690135,52.023505695,336.326825788,324.5532795406,1197.2205317648,467.0512331404,173.2054480071,127.3042572553,81.3323647884,146.1635465828,94.6371755647,139.1272858927,168.2305635168,60.9501608231,119.9711063954,48.2599228087,396.1009433598,437.9201476682,353.9666744336,367.2629687881,447.4122371165,223.883921507,382.3215922928,388.3795132261,672.4813578528,0.0,168.6980592948,430.5316351186,131.0115107356,53.2544124144
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,0.0,0.0,0.0,56.7551046973,0.0,0.0,23.5572875261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6802330426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2560717913
PWY-7208: superpathway of pyrimidine nucleobases salvage,237.0691083677,236.4664877283,903.6942364137,202.2897006613,310.2641546524,370.9717688099,230.0058003384,295.493574583,305.374421934,206.6882796208,469.2844193332,252.577178527,289.18793278,323.8208842608,317.2008358248,102.4530658831,327.5008804536,442.5825586989,1073.8750705611,365.3469222891,533.9427651722,153.994253681,713.2563648766,443.9417340372,340.8229749743,411.2204220686,580.4583008374,201.6523996887,214.8655989792,187.4882194396
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation,0.0,0.0,0.0,4.0521979316,0.0,0.0,2.6164296037,8.4354115318,30.3629012641,0.0,0.0,2.0590478972,0.0,7.6320645701,13.0181501451,0.0,0.0,6.8986737807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1252097172,38.7280298489,0.0,3.0329027526
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,778.7010170979,821.872967908,600.3456687544,584.7406394138,1731.642918399,629.1620711204,1012.0169095633,947.8764905941,940.0015237403,831.2041074386,951.4203773703,619.1587959558,691.6126380827,618.331938056,428.7790979631,439.5132091224,787.777362207,747.231581942,743.9205434956,380.5073463006,554.8269658623,384.5347258144,385.2119262898,405.2802812494,1099.6595529224,757.1063011848,957.1782626777,421.5030357532,474.3143045999,157.5387891433
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,78.173097867,85.8548800668,80.9821154654,112.7435412101,965.7472945973,7.7618970162,169.6406019935,205.1963453768,106.9039589513,32.5921774899,24.7912339972,97.3771332705,83.1399404436,97.9316701966,159.5272948055,54.27651198,205.848729279,109.7129253386,3.6800340118,3.5193606774,25.9582892248,0.0,27.9825083764,29.9354495015,19.318184714,29.6947043206,219.3331364044,94.9071579768,28.8788923195,30.6434856125
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),76.3846781189,25.4674917273,54.454494578,53.3738750668,965.1684157244,7.9477537461,179.6631133048,254.3603255369,114.0779987733,17.4250915773,5.3104718229,124.3454363927,9.2524939276,75.8866836292,157.0366612444,52.4385227295,33.8418914587,22.9439745946,44.7871692684,0.0,15.3348778986,0.0,0.0,9.2662017458,10.6888962933,30.5744237177,29.0934667614,113.8857489678,15.704052942,51.4997112373
VALSYN-PWY: L-valine biosynthesis,2081.0859419008,1277.8606815518,1643.6712130717,1416.476316486,1187.1054099866,1300.7675594784,853.3712914994,478.8195890926,514.7265275996,935.1085562933,376.3822884315,574.1291171727,855.2928196077,873.1256776555,392.1687325881,394.9064799758,1371.9262888416,1393.3756762191,1477.1176170461,1256.2798879032,1218.8547311673,676.6446440545,1668.7052135536,1603.7521540765,1763.880513186,803.1271789278,1150.0744878473,1113.6486999928,906.8019302524,496.6945504265
PWY-6891: thiazole biosynthesis II (Bacillus),43.2536275978,18.842646318,30.2876230714,29.8818248232,678.5290018708,0.0,138.5468440506,120.8519581588,105.6026554666,7.2686830546,10.8538424735,87.401410249,37.1021689909,62.8335883684,53.6663675574,16.2639943982,22.1236825979,50.9643978196,3.9515432811,0.0,0.0,0.0,0.0,3.6279091299,0.0,0.0,60.6054302113,110.209691228,0.0,3.9288549833
PWY-7560: methylerythritol phosphate pathway II,157.943941607,216.769998761,498.9979227533,288.5779014613,810.8201153537,72.9481866491,384.817654895,51.9989288334,176.3535783469,7.7178109892,15.3012472333,304.1077124565,43.9725502783,228.5709477892,131.6366513608,142.0792697471,101.8248491622,100.8180291672,15.6354332624,0.0,100.0084915891,0.0,229.1879714998,779.7668887108,83.6674973444,45.9416257351,107.9785454436,339.7023783307,137.7248125553,204.0429871781
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,32.1843594893,2.4550129981,26.2325339648,24.4460257815,151.6713022964,3.5235572272,0.0,9.2180361881,34.1470702163,11.597062738,6.5133587495,3.8322570176,8.4369475664,18.576671076,94.1059054333,20.595094531,0.0,33.3127584799,0.0,0.0,8.385960132,0.0,0.0,0.0,0.0,0.0,1.420767787,78.8902239553,8.2218660728,10.3863221389
PWY-621: sucrose degradation III (sucrose invertase),768.7188518726,122.8921092491,541.9292755672,469.9756286773,423.8009100342,729.6098730176,69.4654957451,164.4412650217,91.7953450465,104.4087702851,55.0241887989,152.6534654396,81.9889736939,45.7862056693,144.5394986672,36.4438655496,207.9879189177,475.2436001202,892.6352890387,742.5716435277,553.7520617601,321.5445236171,970.8239719489,793.9521824888,954.9714501727,70.1252247404,114.245669164,303.2088448045,254.2012359634,91.5601750709
PWY-3001: superpathway of L-isoleucine biosynthesis I,909.6667743928,579.8748683509,993.9986463639,767.9930108433,1086.4268836653,717.5489301402,384.8886319143,291.0596301756,120.4389181691,339.6714562367,261.6111979991,331.5394844788,204.7136633215,286.1007499973,271.7464962019,181.5982984964,855.7236465232,723.0048200888,1062.2797693622,678.6129045819,602.5099915672,399.1481015451,1478.4291052116,1187.7021810533,1391.7645170536,167.7759844911,578.128566845,647.1807432897,789.8763954992,373.2068334848
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,47.3954766545,0.0,51.4283203879,31.0909848974,595.3910290835,0.0,155.448838621,158.5200493711,98.6274537602,0.0,0.0,136.3017770613,18.6833946882,35.4531188628,54.1259292455,26.6030889525,28.6970411514,21.130571113,0.0,0.0,16.5532023653,0.0,0.0,0.0,0.0,6.2677223306,77.4961800477,107.2263003697,16.4947040581,0.0
PWY-6859: all-trans-farnesol biosynthesis,8.3058867093,11.6223715865,0.0,50.2984414487,515.9550107433,0.0,64.7383572131,8.0195686248,19.4796434638,0.0,1.914379428,1.221893048,2.9551967456,12.1586879124,2.1764514764,2.3749336407,4.0640004106,3.7238402423,1.1467596618,0.0,4.881432313,0.0,0.0,0.0,0.0,0.0,21.4022323789,31.4552763146,17.0638874504,36.2657380538
PWY-5656: mannosylglycerate biosynthesis I,0.0,9.5939682611,0.0,0.0,66.2255428487,0.0,0.0,6.177810101,6.220413835,0.0,6.9573464671,0.0,0.0,11.7605118206,0.0,0.0,0.0,2.9840276708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1014549092,3.8192781998,0.0,0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II,1166.0103012661,825.1883698093,790.4846670153,862.8763195544,1235.6315622262,1004.715762082,810.7378450777,717.3441200788,842.2302632856,692.7242695733,598.566891223,555.8664839417,608.6995376979,527.4578719798,242.2336613603,371.8444975578,938.4253264329,847.6732144222,757.9319096457,843.635354101,690.6220984613,416.9365894433,878.5822814458,834.5419724499,1228.8061004825,620.970808621,709.1504619419,674.5608589848,590.7005865674,150.8132387378
